Item.Filename,F3
E2_0.476_1.320.wav,2779.16047719901
E2_0.538_2.021.wav,3293.50943523161
E2_0.592_1.325.wav,2826.28389093782
E2_0.600_1.184.wav,2925.38537392291
E2_0.606_1.163.wav,2785.71539202729
E2_0.656_2.083.wav,3221.60700021293
E2_0.720_2.024.wav,3312.73392799042
E2_0.727_1.262.wav,2814.36378615197
E2_0.732_1.262.wav,2899.47527840203
E2_0.749_2.001.wav,3442.04667186506
E2_0.760_1.141.wav,2799.79684416791
E2_0.767_1.998.wav,3347.50495388598
E2_0.778_1.957.wav,3431.78059858518
E2_0.796_1.241.wav,2914.59907312279
E2_0.807_1.266.wav,2899.87133260225
E2_0.889_1.861.wav,3346.44465959338
E2_0.912_1.831.wav,3230.13518819558
E2_0.937_1.809.wav,3343.54505350772
E2_1.059_1.081.wav,2851.33794041523
E2_1.071_1.424.wav,3188.97312430947
E2_1.122_0.928.wav,2366.45411798315
E2_1.123_1.436.wav,3064.5659468572
E2_1.142_1.010.wav,2781.77180209743
E2_1.160_1.082.wav,2559.98077720939
E2_1.172_0.977.wav,2751.76624989954
E2_1.175_1.001.wav,2750.64976526784
E2_1.180_1.020.wav,2841.95679209223
E2_1.187_0.981.wav,2868.65877752249
E2_1.196_1.325.wav,3099.84085691955
E2_1.197_1.331.wav,3031.92245468763
E2_1.211_1.338.wav,3071.87653239731
E2_1.216_0.930.wav,2886.85046555753
E2_1.213_1.316.wav,3048.87539794025
E2_1.236_1.344.wav,3137.66196535114
E2_1.239_0.962.wav,2874.50963177366
E2_1.241_0.934.wav,2869.31449837285
E2_1.272_0.800.wav,2366.55752488307
E2_1.333_1.018.wav,2614.71520248421
E2_1.336_0.935.wav,2216.75258485959
E2_1.364_1.052.wav,3024.96709856021
E2_1.384_0.880.wav,2011.77628977128
E2_1.387_0.822.wav,2121.41553918449
E2_1.391_0.928.wav,2365.85010807219
E2_1.393_0.885.wav,2334.23740770515
E2_1.395_0.947.wav,2272.75749646673
E2_1.396_0.541.wav,2262.02447701634
E2_1.397_0.596.wav,2496.29666469993
E2_1.414_0.928.wav,2493.7634880391
E2_1.418_0.557.wav,2273.78733269097
E2_1.418_0.800.wav,1878.39026894076
E2_1.419_0.528.wav,1816.42457530271
E2_1.429_0.571.wav,3034.02570124416
E2_1.436_0.479.wav,2365.07289343984
E2_1.444_0.763.wav,2802.46945066429
E2_1.450_0.439.wav,2640.18573091278
E2_1.456_0.536.wav,2338.88467912405
E2_1.467_0.462.wav,1951.64369077241
E2_1.468_0.728.wav,2404.56553022536
E2_1.471_0.754.wav,2576.25236668332
E2_1.472_0.450.wav,2173.13902870376
E2_1.475_0.633.wav,2310.12885833655
E2_1.483_0.415.wav,1979.59503167074
E2_1.486_0.723.wav,2474.34958831481
E2_1.502_0.469.wav,1942.83915265955
E2_1.504_0.691.wav,2255.02694653912
E2_1.506_0.681.wav,2463.47308804885
E2_1.513_0.470.wav,2484.93873536571
E2_1.515_0.449.wav,1752.81536098025
E2_1.515_0.598.wav,2441.73004792852
E2_1.520_0.477.wav,2197.61537416396
E2_1.520_0.684.wav,2735.56009303926
E2_1.585_0.298.wav,1832.60659424983
