Item.Filename,target_word,image_selection,feedback,reps,Item.Height,Item.Backness,F3,F0,Talker,Duration,Experiment,SR,F1,F2
E2_1.448_1.398.wav,TEST,forward,FALSE,2,1.448,1.398,3298.070369783954,254.80486156925022,E2_synth,0.2492,1b (synthesized),193.02286513471535,821.2344656195806,3323.6160938985377
E2_1.491_0.703.wav,TEST,forward,FALSE,2,1.491,0.703,2815.391339400581,257.55017354103643,E2_synth,0.2492,1b (synthesized),193.71361096325762,860.3857508764524,1737.8097522235428
E2_1.501_0.475.wav,TEST,forward,FALSE,2,1.501,0.475,2706.1589637981574,216.33321750851843,E2_synth,0.2492,1b (synthesized),182.77379289114003,819.9548549586115,1318.4990480708432
E2_1.501_0.525.wav,TEST,forward,FALSE,2,1.501,0.525,2732.2906159281542,257.55017354103643,E2_synth,0.2492,1b (synthesized),193.71361096325762,869.032771429598,1469.0641379945685
E2_1.501_0.647.wav,TEST,forward,FALSE,2,1.501,0.647,2789.0139404318174,257.55017354103643,E2_synth,0.2492,1b (synthesized),193.71361096325762,869.032771429598,1659.6812356777318
E2_1.501_0.751.wav,TEST,forward,FALSE,2,1.501,0.751,2828.2067338677675,211.14017279241955,E2_synth,0.2492,1b (synthesized),181.29944670126937,813.3406828874864,1723.5649426319226
E2_1.501_0.802.wav,TEST,forward,FALSE,2,1.501,0.802,2854.818584095576,211.14017279241955,E2_synth,0.2492,1b (synthesized),181.29944670126937,813.3406828874864,1813.7468471919242
E2_1.501_1.053.wav,TEST,forward,FALSE,2,1.501,1.053,3007.522248981624,211.14017279241955,E2_synth,0.2492,1b (synthesized),181.29944670126937,813.3406828874864,2331.2271131196912
E2_1.501_1.102.wav,TEST,forward,FALSE,2,1.501,1.102,3042.0700169874526,211.14017279241955,E2_synth,0.2492,1b (synthesized),181.29944670126937,813.3406828874864,2448.302156395226
E2_1.501_1.175.wav,TEST,forward,FALSE,2,1.501,1.175,3113.606299115974,232.36227597861034,E2_synth,0.2492,1b (synthesized),187.18084136032752,839.7256368151791,2719.1516456129107
E2_1.501_1.325.wav,TEST,forward,FALSE,2,1.501,1.325,3265.4897688452656,254.80486156925022,E2_synth,0.2492,1b (synthesized),193.02286513471535,865.9339661430383,3257.804085820327
E2_1.525_1.001.wav,TEST,forward,FALSE,2,1.525,1.001,2981.847220250665,211.14017279241955,E2_synth,0.2492,1b (synthesized),181.29944670126937,833.0969866281986,2266.8581251692417
E2_1.562_0.525.wav,TEST,forward,FALSE,2,1.562,0.525,2739.5830455737837,257.55017354103643,E2_synth,0.2492,1b (synthesized),193.71361096325762,923.6939891456088,1561.4666771457748
E2_1.562_0.575.wav,TEST,forward,FALSE,2,1.562,0.575,2763.601903922797,257.55017354103643,E2_synth,0.2492,1b (synthesized),193.71361096325762,923.6939891456088,1641.524785637666
E2_1.562_0.647.wav,TEST,forward,FALSE,2,1.562,0.647,2800.3686657604103,257.55017354103643,E2_synth,0.2492,1b (synthesized),193.71361096325762,923.6939891456088,1764.0733832987237
E2_1.562_0.702.wav,TEST,forward,FALSE,2,1.562,0.702,2815.8549082676914,211.14017279241955,E2_synth,0.2492,1b (synthesized),181.29944670126937,864.4989287053812,1744.3723164988198
E2_1.562_0.751.wav,TEST,forward,FALSE,2,1.562,0.751,2841.9058378060054,211.14017279241955,E2_synth,0.2492,1b (synthesized),181.29944670126937,864.4989287053812,1831.9753060545859
